VIDEO,MODEL_TYPE,LitterNET,frame_num,object_id,litter_present,litter_detected,conf
010,RF-DETR,True,roi11.png,0,False,True,0.9431791305541992
010,RF-DETR,True,roi14.png,0,False,True,0.8696274161338806
010,RF-DETR,True,roi6.png,0,False,True,0.9532710313796997
010,RF-DETR,True,roi7.png,0,False,True,0.9522937536239624
010,RF-DETR,True,roi8.png,0,False,True,0.9394335746765137
011,RF-DETR,True,roi0.png,0,True,True,0.8960736989974976
011,RF-DETR,True,roi1.png,0,False,True,0.9053898453712463
011,RF-DETR,True,roi13.png,0,False,True,0.743716299533844
011,RF-DETR,True,roi16.png,0,False,True,0.7321807742118835
011,RF-DETR,True,roi19.png,0,False,True,0.8461053967475891
011,RF-DETR,True,roi19.png,0,False,True,0.8407652974128723
011,RF-DETR,True,roi2.png,0,False,True,0.9157361388206482
011,RF-DETR,True,roi21.png,0,False,True,0.7374569177627563
011,RF-DETR,True,roi36.png,0,False,True,0.7912113666534424
011,RF-DETR,True,roi4.png,0,False,True,0.8520649075508118
011,RF-DETR,True,roi6.png,0,False,True,0.7858278751373291
011,RF-DETR,True,roi7.png,0,False,True,0.9112130999565125
011,RF-DETR,True,roi9.png,0,False,True,0.7780789732933044
013,RF-DETR,True,roi0.png,0,True,True,0.9462288022041321
013,RF-DETR,True,roi1.png,0,True,True,0.9280823469161987
013,YOLOv11s,True,roi0.png,0,True,True,0.8993574380874634
013,YOLOv11s,True,roi1.png,0,True,True,0.9279422163963318
011,YOLOv11s,True,roi0.png,0,False,True,0.804490327835083
011,YOLOv11s,True,roi1.png,0,False,True,0.8364840745925903
011,YOLOv11s,True,roi2.png,0,False,True,0.8089793920516968
011,YOLOv11s,True,roi44.png,0,False,True,0.739538311958313
011,YOLOv11s,True,roi5.png,0,False,True,0.786439061164856
010,YOLOv11s,True,roi0.png,0,True,True,0.7840492129325867
010,YOLOv11s,True,roi1.png,0,False,False,0
010,YOLOv11s,True,roi2.png,0,False,False,0
010,YOLOv11s,True,roi3.png,0,False,False,0
010,YOLOv11s,True,roi4.png,0,False,False,0
010,YOLOv11s,True,roi5.png,0,False,False,0
010,YOLOv11s,True,roi6.png,0,False,False,0
010,YOLOv11s,True,roi7.png,0,False,False,0
010,YOLOv11s,True,roi8.png,0,False,False,0
010,YOLOv11s,True,roi9.png,0,False,False,0
010,YOLOv11s,True,roi12.png,0,False,False,0
010,YOLOv11s,True,roi10.png,0,False,True,0.7638880014419556
010,YOLOv11s,True,roi11.png,0,False,True,0.7260138988494873
010,YOLOv11s,True,roi13.png,0,False,True,0.7553538084030151
010,YOLOv11s,True,roi9.png,0,False,True,0.7236503958702087
010,YOLOv11s,True,roi17.png,0,False,False,0
010,YOLOv11s,True,roi15.png,0,False,False,0
008,YOLOv11s,True,roi0.png,0,True,True,0.8962323665618896
008,YOLOv11s,True,roi1.png,0,False,True,0.9200445413589478
008,YOLOv11s,True,roi2.png,0,False,True,0.8929149508476257
004,YOLOv11s,True,roi10.png,0,False,True,0.854819118976593
004,YOLOv11s,True,roi8.png,0,True,True,0.8913550972938538
004,YOLOv9s,True,0,0,False,True,0.6643608212471008
004,YOLOv9s,True,1,0,False,False,0
004,YOLOv9s,True,2,0,False,True,0.9049195647239685
004,YOLOv9s,True,3,0,False,False,0
004,YOLOv9s,True,4,0,False,False,0
004,YOLOv9s,True,5,0,False,False,0
004,YOLOv9s,True,6,0,False,False,0
004,YOLOv9s,True,7,0,False,False,0
004,YOLOv9s,True,8,0,True,False,0
004,YOLOv9s,True,9,0,False,False,0
004,YOLOv9s,True,10,0,False,False,0
004,YOLOv9s,True,11,0,False,False,0
004,YOLOv9s,True,12,0,False,False,0
004,YOLOv9s,True,13,0,False,False,0
004,YOLOv9s,True,14,0,False,True,0.7884750366210938
004,YOLOv9s,True,14,1,False,True,0.25128689408302307
004,YOLOv9s,True,15,1,False,False,0
003,YOLOv11s,True,roi0.png,0,True,True,0.838498055934906
003,YOLOv11s,True,roi1.png,0,True,True,0.925092875957489
003,YOLOv11s,True,roi2.png,0,False,False,0
003,YOLOv11s,True,roi3.png,0,False,False,0
003,YOLOv11s,True,roi4.png,0,False,False,0
003,YOLOv9s,True,0,0,True,True,0.8944611549377441
003,YOLOv9s,True,1,0,True,True,0.8754792213439941
003,YOLOv9s,True,2,0,False,False,0
003,YOLOv9s,True,3,0,False,False,0
003,YOLOv9s,True,4,0,False,False,0
002,YOLOv11s,True,roi0.png,0,True,True,0.8565313816070557
002,YOLOv11s,True,roi1.png,0,False,False,0
002,YOLOv11s,True,roi2.png,0,False,False,0
002,YOLOv11s,True,roi3.png,0,False,False,0
002,YOLOv11s,True,roi4.png,0,False,False,0
002,YOLOv9s,True,0,0,True,True,0.8442111015319824
002,YOLOv9s,True,1,0,False,False,0
002,YOLOv9s,True,2,0,False,False,0
002,YOLOv9s,True,3,0,False,True,0.8506074547767639
002,YOLOv9s,True,4,0,False,True,0.8708417415618896
001,YOLOv11s,True,roi0.png,0,True,True,0.7557184100151062
001,YOLOv11s,True,roi4.png,0,False,True,0.8573330640792847
001,YOLOv11s,True,roi6.png,0,False,True,0.7079849243164062
001,YOLOv9s,True,0,0,True,True,0.8779571056365967
001,YOLOv9s,True,1,0,False,False,0
001,YOLOv9s,True,2,0,False,False,0
001,YOLOv9s,True,3,0,False,True,0.27358102798461914
001,YOLOv9s,True,4,0,False,False,0
001,YOLOv9s,True,5,0,False,False,0
001,YOLOv9s,True,6,0,False,False,0
001,YOLOv9s,True,7,0,False,False,0
001,YOLOv9s,True,8,0,False,False,0
001,YOLOv9s,True,9,0,False,False,0
001,YOLOv9s,True,10,0,False,False,0
001,YOLOv9s,True,11,0,False,False,0
001,YOLOv9s,True,12,0,False,False,0
001,YOLOv9s,True,13,0,False,False,0
001,YOLOv9s,True,14,0,False,False,0
001,YOLOv9s,True,15,0,False,False,0
001,YOLOv9s,True,16,0,False,False,0
001,YOLOv9s,True,17,0,False,False,0
001,YOLOv9s,True,18,0,False,False,0
001,YOLOv9s,True,19,0,False,False,0
001,YOLOv9s,True,20,0,False,False,0
001,YOLOv9s,True,21,0,False,False,0
001,YOLOv9s,True,22,0,False,False,0
001,YOLOv9s,True,23,0,False,False,0
001,YOLOv9s,True,24,0,False,True,0.3933875262737274
001,YOLOv9s,True,25,0,False,False,0
001,YOLOv9s,True,26,0,False,False,0
001,YOLOv9s,True,27,0,False,False,0
001,YOLOv9s,True,28,0,False,False,0
005,YOLOv9s,True,0,2,False,False,0
008,YOLOv9s,True,0,0,True,True,0.9484972953796387
008,YOLOv9s,True,1,0,False,True,0.9269428849220276
008,YOLOv9s,True,2,0,False,True,0.9422693252563477
008,YOLOv9s,True,3,0,False,True,0.42504480481147766
010,YOLOv9s,True,0,0,True,True,0.8284720182418823
010,YOLOv9s,True,1,0,False,True,0.4877265691757202
010,YOLOv9s,True,1,1,False,True,0.39544081687927246
010,YOLOv9s,True,2,0,False,True,0.5338415503501892
010,YOLOv9s,True,3,0,False,True,0.7167397141456604
010,YOLOv9s,True,3,1,False,True,0.41150525212287903
010,YOLOv9s,True,3,2,False,True,0.35673198103904724
010,YOLOv9s,True,3,3,False,True,0.2670135200023651
010,YOLOv9s,True,3,4,False,True,0.2536005973815918
010,YOLOv9s,True,4,4,False,False,0
010,YOLOv9s,True,5,0,False,True,0.5915845036506653
010,YOLOv9s,True,6,0,False,False,0
010,YOLOv9s,True,7,0,False,True,0.5740076899528503
010,YOLOv9s,True,8,0,False,True,0.2558075189590454
010,YOLOv9s,True,9,0,False,False,0
010,YOLOv9s,True,10,0,False,False,0
010,YOLOv9s,True,11,0,False,False,0
010,YOLOv9s,True,12,0,False,False,0
010,YOLOv9s,True,13,0,False,False,0
010,YOLOv9s,True,14,0,False,True,0.5627624988555908
010,YOLOv9s,True,14,1,False,True,0.35485801100730896
010,YOLOv9s,True,15,0,False,True,0.7508736252784729
010,YOLOv9s,True,15,1,False,True,0.5184229612350464
010,YOLOv9s,True,15,2,False,True,0.49838986992836
010,YOLOv9s,True,15,3,False,True,0.30401867628097534
010,YOLOv9s,True,16,0,False,True,0.7720275521278381
010,YOLOv9s,True,16,1,False,True,0.5651881098747253
010,YOLOv9s,True,17,0,False,True,0.35603660345077515
010,YOLOv9s,True,17,1,False,True,0.27891746163368225
010,YOLOv9s,True,17,2,False,True,0.25548630952835083
013,YOLOv9s,True,0,0,True,True,0.9429337382316589
013,YOLOv9s,True,1,0,True,True,0.9175628423690796
