frame,detection_id,gt_count,pred_count,TP,FP,FN,confidence,precision,recall
001crop_mp4-0018_jpg.rf.3e663e3e7d24384504759b09017273a6.jpg,1.0,1,1,1,0,0,0.5030805468559265,1.0,1.0
001crop_mp4-0019_jpg.rf.077c0984c1e0d37a1b2f7ddc46ec9cda.jpg,1.0,1,1,1,0,0,0.5805227160453796,1.0,1.0
002_MOV-0000_jpg.rf.62d7c5c97d71879e515ea4e55ab01687.jpg,,0,0,0,0,0,,,
002_MOV-0002_jpg.rf.2ddaacc5a4eaccd0eb457075d8c3cf12.jpg,,0,0,0,0,0,,,
002_MOV-0003_jpg.rf.aaa91aa59ca839adc49e70cefb6e0dcf.jpg,,0,0,0,0,0,,,
002_MOV-0005_jpg.rf.27d2a029c8d609095c397644fc5bd5ee.jpg,,0,0,0,0,0,,,
002_MOV-0007_jpg.rf.d25db3460622f23525f39b86badb0675.jpg,,0,0,0,0,0,,,
002_MOV-0009_jpg.rf.ee295695ac4beb6517a3b06cf28448d2.jpg,,0,0,0,0,0,,,
002_MOV-0010_jpg.rf.e8d4271de47d500a5e71db07db5682bd.jpg,,0,1,0,1,0,0.6224342584609985,,
002_MOV-0012_jpg.rf.01e0a35b617a852bbaf30b7ea20d1a30.jpg,,0,1,0,1,0,0.6819828748703003,,
002_MOV-0013_jpg.rf.3a37a769b3719eca9a1d3c46ec413ea3.jpg,,0,1,0,1,0,0.6945165991783142,,
002_MOV-0014_jpg.rf.3d7adf9fb6f17b58f88b0d73b530c12c.jpg,,0,1,0,1,0,0.675207257270813,,
002_MOV-0015_jpg.rf.cda0984441eefd073bb71a21f65e406d.jpg,,0,1,0,1,0,0.6877111196517944,,
002_MOV-0017_jpg.rf.1b9c0449fdbf530d1aac6e1cf4dca48f.jpg,,0,1,0,1,0,0.6860474348068237,,
002_MOV-0018_jpg.rf.6d0cd312d19804fbc18ccc500032c04a.jpg,,0,1,0,1,0,0.6818169951438904,,
002_MOV-0019_jpg.rf.29cfc43d9e19c189703f9425ad0d5b90.jpg,,0,1,0,1,0,0.6925896406173706,,
002_MOV-0020_jpg.rf.99ce5ea201ea7d6fadc419527e99202f.jpg,,0,1,0,1,0,0.6949304342269897,,
003_MOV-0000_jpg.rf.ef3e3413ff67927f3c759cd24f74ddf8.jpg,,0,0,0,0,0,,,
003_MOV-0001_jpg.rf.35aaa202f5c32672bd225bd80d2b351f.jpg,,0,0,0,0,0,,,
003_MOV-0002_jpg.rf.baf9c5c989f404c08121abb816ebbe4e.jpg,,0,0,0,0,0,,,
003_MOV-0003_jpg.rf.a15d7b5e71d802839459040f7e5f3b70.jpg,,1,0,0,0,1,,,
003_MOV-0004_jpg.rf.ccb70905141c940afe2876352171721a.jpg,,1,0,0,0,1,,,
003_MOV-0005_jpg.rf.13174c173d0d52b77401e35555aecfef.jpg,,1,0,0,0,1,,,
003_MOV-0006_jpg.rf.1381a04550bd046125241ce323b2f038.jpg,,1,0,0,0,1,,,
003_MOV-0007_jpg.rf.0eeb87323adb17a555044ff25d5e7b44.jpg,,1,0,0,0,1,,,
003_MOV-0008_jpg.rf.02b42652b3ac2423ce1a0ca6c16727c4.jpg,,1,0,0,0,1,,,
003_MOV-0009_jpg.rf.80aeb6812ba47483d0df3cf18e21fa26.jpg,,2,0,0,0,2,,,
003_MOV-0010_jpg.rf.46c1abad81d541a12a34e9c5fc929ff5.jpg,1.0,2,1,1,0,0,0.6842046976089478,1.0,0.5
003_MOV-0011_jpg.rf.db71f35f469e9f3758e1031ff075e20c.jpg,1.0,1,1,0,1,0,0.6937828660011292,0.0,0.0
003_MOV-0012_jpg.rf.1ed96fff5ec0ca69cca30fd024fd930b.jpg,1.0,2,1,1,0,0,0.6936342716217041,1.0,0.5
003_MOV-0013_jpg.rf.2f9ab6ffad185207d9a940991f78ae98.jpg,1.0,2,1,0,1,0,0.7110074758529663,0.0,0.0
004_mov-0000_jpg.rf.994edcc08a84880747689acdea29afc5.jpg,,0,0,0,0,0,,,
004_mov-0001_jpg.rf.a96abb2e6d4cf236e423dcf444d476ff.jpg,,0,0,0,0,0,,,
004_mov-0002_jpg.rf.8d830b3d3b004eee7143d82192f041fd.jpg,,0,0,0,0,0,,,
004_mov-0003_jpg.rf.95eafa3f805589df35b9122daec321d4.jpg,,0,0,0,0,0,,,
004_mov-0004_jpg.rf.6d78067db8e07e9c26109748222c3cbb.jpg,,0,0,0,0,0,,,
004_mov-0005_jpg.rf.a1becfb2a8e5a53ad6a4164e79bfb63c.jpg,,0,0,0,0,0,,,
004_mov-0006_jpg.rf.9cd85d6d685bf0b843a6f8280ecd817c.jpg,,0,0,0,0,0,,,
004_mov-0007_jpg.rf.87b4a3fec9717ab493ce3999f497cc15.jpg,,0,0,0,0,0,,,
004_mov-0008_jpg.rf.84d41d967572e967b9bbcd701a7d6b7c.jpg,,0,0,0,0,0,,,
004_mov-0009_jpg.rf.81f9891a0f6918d3478693daf24795ae.jpg,,1,0,0,0,1,,,
004_mov-0010_jpg.rf.cf5669c07753994a2d1947a47fc389fe.jpg,,1,0,0,0,1,,,
004_mov-0011_jpg.rf.6b719b94803948aaf3e3128298f68680.jpg,,1,0,0,0,1,,,
004_mov-0012_jpg.rf.ec4befdda368eb466234131fd8fa82ed.jpg,,1,0,0,0,1,,,
004_mov-0013_jpg.rf.07d98862a925d54e77220e72e1f79a32.jpg,,1,0,0,0,1,,,
004_mov-0014_jpg.rf.4191e8c4c29e2d06197adf4307134f3e.jpg,,1,0,0,0,1,,,
005_mov-0000_jpg.rf.3191b70b8edc5c474f4c567f9adadf88.jpg,,0,0,0,0,0,,,
005_mov-0001_jpg.rf.fe4ef80a024a1ced5a96bc6eda73b948.jpg,,0,0,0,0,0,,,
005_mov-0002_jpg.rf.aa88ebb117e70a598bbc4d04e0d11c5e.jpg,,0,0,0,0,0,,,
005_mov-0003_jpg.rf.7f05e5e131d070875f54de5c8aba745d.jpg,,0,0,0,0,0,,,
005_mov-0004_jpg.rf.745eed925a92b0212622803c470500f8.jpg,1.0,1,1,0,1,0,0.6547291278839111,0.0,0.0
005_mov-0005_jpg.rf.904978c514890867e06161788ba2e654.jpg,1.0,1,1,0,1,0,0.6964337825775146,0.0,0.0
005_mov-0006_jpg.rf.3a65f76a2ed47c33affe5df43204dfa8.jpg,1.0,1,1,0,1,0,0.7193318605422974,0.0,0.0
005_mov-0007_jpg.rf.f92c26dedf022b798eb05081d33975bc.jpg,1.0,1,1,0,1,0,0.7168310880661011,0.0,0.0
005_mov-0008_jpg.rf.a18b074ea9e2656d7a950a050cdcae3c.jpg,1.0,1,1,0,1,0,0.6881269216537476,0.0,0.0
006_mov-0000_jpg.rf.0bafe86e0c5071a1e5b8108ea3c0fd47.jpg,,0,0,0,0,0,,,
006_mov-0001_jpg.rf.1630ad3eb5009c907002338e04e6f15c.jpg,,0,0,0,0,0,,,
006_mov-0003_jpg.rf.77ca52dd9dde500387d85a09b190fce2.jpg,,0,0,0,0,0,,,
006_mov-0004_jpg.rf.0f0b1eafa7fd327dd4827105f6a6a6fa.jpg,,0,0,0,0,0,,,
006_mov-0005_jpg.rf.d9d3235b09e96008a1c30126a4136edb.jpg,,0,0,0,0,0,,,
006_mov-0006_jpg.rf.d763a8e7b2706caedeaabe2d23294c12.jpg,,0,0,0,0,0,,,
006_mov-0007_jpg.rf.cbc01506166444b593e17c0b0ff13fac.jpg,,0,0,0,0,0,,,
006_mov-0009_jpg.rf.32c898cbd033e1c69bd5849af730748a.jpg,,0,0,0,0,0,,,
006_mov-0010_jpg.rf.d790f1c34dc735690e9bef4f6ebb029c.jpg,,0,0,0,0,0,,,
006_mov-0011_jpg.rf.6fa3259e2f2667bf4ba1037becf96134.jpg,,0,0,0,0,0,,,
006_mov-0012_jpg.rf.06ea744dcb203b17def396f34c9518d2.jpg,,1,0,0,0,1,,,
006_mov-0013_jpg.rf.a55d706efc5e5350585c11fa3c71eec7.jpg,,1,0,0,0,1,,,
006_mov-0014_jpg.rf.b2e6cc6009707f0b0a9fd2a14dae29c0.jpg,,1,0,0,0,1,,,
006_mov-0015_jpg.rf.ba645220bc10fbb74c1e77d21375b8f9.jpg,,1,0,0,0,1,,,
006_mov-0016_jpg.rf.7dd2ec791ba42ca59f948cbe0aadba06.jpg,,1,0,0,0,1,,,
006_mov-0017_jpg.rf.04b21986b35a2849587e8662fc73ac1b.jpg,,1,0,0,0,1,,,
006_mov-0018_jpg.rf.007ad22e4a13ccb45832775a8baa06b2.jpg,,1,0,0,0,1,,,
007_MOV-0000_jpg.rf.4167e0b662b2fb04ab3feb4636f21200.jpg,,0,0,0,0,0,,,
007_MOV-0001_jpg.rf.086eb2875b9222305c9fd1c2e79cfb33.jpg,,0,0,0,0,0,,,
007_MOV-0002_jpg.rf.1c6222d32a7db8912b7d44bbc3fd4bbe.jpg,,0,0,0,0,0,,,
007_MOV-0003_jpg.rf.848bc383591091924ed76d8ef6564f41.jpg,,0,0,0,0,0,,,
007_MOV-0007_jpg.rf.158ca3fab9c8a259fcdb4761203a5bf0.jpg,,0,0,0,0,0,,,
007_MOV-0008_jpg.rf.929f7019d3b41ec46804a94a5aac9420.jpg,,1,0,0,0,1,,,
007_MOV-0009_jpg.rf.8cbd3a76dcbc414156a481f9bd20a50f.jpg,,1,0,0,0,1,,,
007_MOV-0010_jpg.rf.220f6610df059fad0a0fb79fb6c080dc.jpg,,1,0,0,0,1,,,
007_MOV-0011_jpg.rf.4c4dd6c0dd79785756ec55e86e1c8aed.jpg,,1,0,0,0,1,,,
007_MOV-0012_jpg.rf.7af770c5dcd9e552776a727008063ec9.jpg,,1,0,0,0,1,,,
007_MOV-0013_jpg.rf.a82d3d3e0f3bb2e61f6526031b13a6fe.jpg,,1,0,0,0,1,,,
007_MOV-0014_jpg.rf.69c797cc992aeb6efc561046fa06067b.jpg,,1,0,0,0,1,,,
007_MOV-0015_jpg.rf.91705c0d9c9dc60b17bcf35872b94d53.jpg,,0,0,0,0,0,,,
007_MOV-0016_jpg.rf.34c45a1e9e9b635d1c0cf49c7f99ee38.jpg,,0,0,0,0,0,,,
007_MOV-0017_jpg.rf.62b6022caa88bdcccb0626b3138b0759.jpg,,0,0,0,0,0,,,
007_MOV-0018_jpg.rf.ecaf81204f9836ea7b7c196bbb641726.jpg,,0,0,0,0,0,,,
008_MOV-0000_jpg.rf.cd341d5c0d494ebe04d5b048d8f16b6a.jpg,,0,1,0,1,0,0.6288450956344604,,
008_MOV-0001_jpg.rf.c853297582406ade41d55e5f318ff2b6.jpg,,0,1,0,1,0,0.6470715999603271,,
008_MOV-0002_jpg.rf.540b882ef282dbb6da4db6fea67957bd.jpg,,0,1,0,1,0,0.5997689962387085,,
008_MOV-0003_jpg.rf.4dc883b096a3d2435ea8a10a4292fdd5.jpg,,0,1,0,1,0,0.536716639995575,,
008_MOV-0004_jpg.rf.eae59d9ff40866bb8852b8d11c6446ee.jpg,,0,1,0,1,0,0.5509487986564636,,
008_MOV-0005_jpg.rf.6e3326f5602e2495cc96c7038b6cd0de.jpg,1.0,1,1,0,1,0,0.5567324161529541,0.0,0.0
008_MOV-0006_jpg.rf.c4a54a3ec40d9185b10f6f000ffb9c9d.jpg,1.0,1,1,0,1,0,0.5618917346000671,0.0,0.0
008_MOV-0007_jpg.rf.a477aae349d56ac31df753c385582e4b.jpg,1.0,1,1,0,1,0,0.5416686534881592,0.0,0.0
008_MOV-0008_jpg.rf.849023eb3da69314035f0418bb7b0884.jpg,1.0,1,1,0,1,0,0.5444964170455933,0.0,0.0
008_MOV-0009_jpg.rf.41ca440293cef1c7d7b15ee3848fea15.jpg,1.0,1,1,0,1,0,0.5550398230552673,0.0,0.0
008_MOV-0010_jpg.rf.ce059ac9a3c479cccfc291bf4a129118.jpg,1.0,1,1,0,1,0,0.5441620349884033,0.0,0.0
008_MOV-0011_jpg.rf.a913792b37aae2acd808dcda856464fe.jpg,1.0,1,1,0,1,0,0.543379545211792,0.0,0.0
008_MOV-0012_jpg.rf.eea585d61fc6e33b343c68e860278319.jpg,1.0,1,1,0,1,0,0.5681015849113464,0.0,0.0
008_MOV-0013_jpg.rf.6019329c7de827227ffc5a22e3add402.jpg,1.0,1,1,0,1,0,0.5770838856697083,0.0,0.0
008_MOV-0014_jpg.rf.176a7e1775f33c34be70e0c304329128.jpg,1.0,1,1,0,1,0,0.5848450660705566,0.0,0.0
008_MOV-0015_jpg.rf.30e6e7530b7f2072d1c57a281a431057.jpg,1.0,1,1,0,1,0,0.653597354888916,0.0,0.0
009_MOV-0000_jpg.rf.a80dff171a374581b8f0839c026b12a4.jpg,,0,1,0,1,0,0.5577728748321533,,
009_MOV-0001_jpg.rf.8208d356ea71af61b4da58c76b3eec2c.jpg,,0,1,0,1,0,0.6295415759086609,,
009_MOV-0002_jpg.rf.b7d04e75bef3592648de0e4e2289974f.jpg,,0,1,0,1,0,0.6125054359436035,,
009_MOV-0003_jpg.rf.248c1d70ffd0c7a923c74cbc1536ef5a.jpg,,0,1,0,1,0,0.645270586013794,,
009_MOV-0004_jpg.rf.4e925e1f176c7a7bb74461b44da5b1ac.jpg,,0,1,0,1,0,0.6176398992538452,,
009_MOV-0005_jpg.rf.6eddea7e6c81d2fbacef6f224c4aa68c.jpg,,0,1,0,1,0,0.5733919143676758,,
009_MOV-0006_jpg.rf.e4f5282ce156501058e5a271ec3bc644.jpg,,0,1,0,1,0,0.5107031464576721,,
009_MOV-0007_jpg.rf.a3a9543bf590739f4c919845c21ca9f6.jpg,1.0,1,2,0,1,0,0.5332939624786377,0.0,0.0
009_MOV-0007_jpg.rf.a3a9543bf590739f4c919845c21ca9f6.jpg,2.0,1,2,0,1,0,0.5114260911941528,0.0,0.0
009_MOV-0008_jpg.rf.dd6a9260914da8e789f1eea73044e569.jpg,1.0,1,1,0,1,0,0.6713554859161377,0.0,0.0
009_MOV-0009_jpg.rf.a86efc1db6e7d9e42dbc52767ad66db7.jpg,1.0,1,1,0,1,0,0.6378247737884521,0.0,0.0
009_MOV-0010_jpg.rf.9ec32e0fa014928749c0ae38887acbfe.jpg,1.0,1,1,0,1,0,0.6350127458572388,0.0,0.0
009_MOV-0011_jpg.rf.b7b0f148c65ef9a8e16aaedcab2bd812.jpg,1.0,1,1,0,1,0,0.6115322113037109,0.0,0.0
009_MOV-0012_jpg.rf.64b39213148d6394498df2e57419bb02.jpg,1.0,1,1,0,1,0,0.642486572265625,0.0,0.0
009_MOV-0013_jpg.rf.3073e43e794858569e98b3197a8d5871.jpg,1.0,1,1,0,1,0,0.6268306970596313,0.0,0.0
009_MOV-0014_jpg.rf.0d10461731eb66852afa00f9c4830937.jpg,1.0,1,1,0,1,0,0.6050862073898315,0.0,0.0
010_mov-0000_jpg.rf.227b1228992fe76ff9c0832081d405be.jpg,,0,0,0,0,0,,,
010_mov-0001_jpg.rf.bcbf5e5aef55e4d99d397e86841ea30c.jpg,,0,0,0,0,0,,,
010_mov-0004_jpg.rf.8749fa98caba82970a7d3157115697d0.jpg,,0,0,0,0,0,,,
010_mov-0005_jpg.rf.6003f852e44cb354d420408c367917fb.jpg,,0,0,0,0,0,,,
010_mov-0006_jpg.rf.492c18f653c93cfbe7c96ee8f14c3aa9.jpg,,0,0,0,0,0,,,
010_mov-0008_jpg.rf.bb9812169bc0366861c6b182884e147b.jpg,,0,0,0,0,0,,,
010_mov-0009_jpg.rf.9462dc4a72678ccceedfe62d459fd7cd.jpg,,1,0,0,0,1,,,
010_mov-0010_jpg.rf.cc03b1863892882ff55a790d7e1d5a67.jpg,,1,0,0,0,1,,,
010_mov-0011_jpg.rf.c0764bfcbc3c8ffa3bbb541e555ce7f0.jpg,,1,0,0,0,1,,,
010_mov-0012_jpg.rf.c3bcd108de3219eb8cfcc81fd8f359ef.jpg,,1,0,0,0,1,,,
010_mov-0013_jpg.rf.94d08d08f0589626fa69c59822c69a4b.jpg,,1,0,0,0,1,,,
010_mov-0014_jpg.rf.6cd93d3c04ed4eeda011658a2d8a9bab.jpg,,1,0,0,0,1,,,
010_mov-0015_jpg.rf.f198c145769b739186f94fc1cd8e8ce9.jpg,,1,0,0,0,1,,,
010_mov-0016_jpg.rf.b3fec6a7ae57af37c7e98dbabac85ba9.jpg,,1,0,0,0,1,,,
010_mov-0017_jpg.rf.8016681a336ecbf0ba631a4460dd90ad.jpg,,1,0,0,0,1,,,
011_mov-0000_jpg.rf.3fb6562e3f267bc4f20bdcf17adca518.jpg,,0,0,0,0,0,,,
011_mov-0001_jpg.rf.81a54799842cab5a6a69d321df26c1b8.jpg,,0,0,0,0,0,,,
011_mov-0002_jpg.rf.8576e725785777dac75b57dc9249d356.jpg,,0,0,0,0,0,,,
011_mov-0003_jpg.rf.77fae4e0011e8b0bcca46bafc4a94cd3.jpg,,0,0,0,0,0,,,
011_mov-0004_jpg.rf.ee2eba6e219c7a906327156ba6936fb5.jpg,,0,0,0,0,0,,,
011_mov-0005_jpg.rf.c4c0ee1d0ae30ae44b5b4f0a9eff4c9b.jpg,,0,0,0,0,0,,,
011_mov-0006_jpg.rf.c858d4a5dede764cd21a7abb872593f5.jpg,,0,0,0,0,0,,,
011_mov-0007_jpg.rf.eeb6e9ff26c4c34110d21649fd71b525.jpg,,0,0,0,0,0,,,
011_mov-0008_jpg.rf.1098b40257de2c1e8ce7222593c97412.jpg,,0,0,0,0,0,,,
011_mov-0009_jpg.rf.484673d55f5d6ee5429c5c0d8ea74a44.jpg,,0,0,0,0,0,,,
011_mov-0010_jpg.rf.71017684a18c712cf40b6c1ffbf0ee17.jpg,,1,0,0,0,1,,,
011_mov-0011_jpg.rf.d3615118ca55789d1d9841ef4ea703ea.jpg,,1,0,0,0,1,,,
011_mov-0012_jpg.rf.dd4a9e029805a2b8e5e0419bf4ab9bef.jpg,,1,0,0,0,1,,,
011_mov-0013_jpg.rf.f40b3f64ed0b6c593f78a2d2573779ef.jpg,,1,0,0,0,1,,,
011_mov-0014_jpg.rf.b104403096142f5854a312be53ceab16.jpg,,1,0,0,0,1,,,
011_mov-0015_jpg.rf.5ce3bb8a7995fd8d2b2f788494301bc8.jpg,,1,0,0,0,1,,,
011_mov-0016_jpg.rf.188beb64c71c2f09c2ce0ffb637d0cfe.jpg,,1,0,0,0,1,,,
012_mov-0001_jpg.rf.00464303a4ce5efe5549fecf29a79ad1.jpg,,0,0,0,0,0,,,
012_mov-0002_jpg.rf.0d790e4a91567d7d9e36720c729542bd.jpg,,0,0,0,0,0,,,
012_mov-0003_jpg.rf.f8baefbba0ccbacf2a2c96727282fd12.jpg,,0,0,0,0,0,,,
012_mov-0005_jpg.rf.d9186cba1b608cf77a4db88c79ff4d07.jpg,,0,0,0,0,0,,,
012_mov-0006_jpg.rf.4e51fabad78e0d30d1e1701b965a3e98.jpg,,0,0,0,0,0,,,
012_mov-0007_jpg.rf.7ad740cfcd8f2c04003a11534db1fc76.jpg,,0,0,0,0,0,,,
012_mov-0008_jpg.rf.61fb6c69a587f5eb9964f773270e2636.jpg,,0,0,0,0,0,,,
012_mov-0009_jpg.rf.b85ede2ba921af874a19761c0825d88e.jpg,,1,0,0,0,1,,,
012_mov-0010_jpg.rf.d43b8ab1e377e664f8a1cc9215dcd2cb.jpg,,1,0,0,0,1,,,
012_mov-0011_jpg.rf.ab8a9d6cb5d77531b41608f8697d54bf.jpg,,1,0,0,0,1,,,
012_mov-0012_jpg.rf.abb3e5731dec36d78bb6856d72e07265.jpg,,1,0,0,0,1,,,
012_mov-0013_jpg.rf.2e450b9371b32bad84bfa83d25742ca0.jpg,,1,0,0,0,1,,,
012_mov-0014_jpg.rf.96fc355fff1312bd03be551af10bd314.jpg,,1,0,0,0,1,,,
012_mov-0015_jpg.rf.51df95e4aca166044bbcda465d69e963.jpg,,1,0,0,0,1,,,
012_mov-0016_jpg.rf.4cb45cd357b18bdcf03857307306729c.jpg,,1,0,0,0,1,,,
012_mov-0017_jpg.rf.27b68d3cd2eeff15be370d96899c78ab.jpg,,1,0,0,0,1,,,
012_mov-0018_jpg.rf.17dc4a74f4d43c728a15bbf50cc62953.jpg,,1,0,0,0,1,,,
012_mov-0019_jpg.rf.a317e4b4b104fc126493311eb6f402ef.jpg,,1,0,0,0,1,,,
012_mov-0020_jpg.rf.4033539e955b0827a077f5d251f9e2c4.jpg,,1,0,0,0,1,,,
013_MOV-0000_jpg.rf.0e9d15c4a9d526d49f9e459076602867.jpg,,0,1,0,1,0,0.7405102252960205,,
013_MOV-0001_jpg.rf.7514adac789a1bccafbd8bb725c6ea50.jpg,,0,1,0,1,0,0.7453431487083435,,
013_MOV-0002_jpg.rf.d3ff9f52abde0e0c7769fbd8a798c430.jpg,,0,1,0,1,0,0.5597290992736816,,
013_MOV-0003_jpg.rf.02d62174656e308ce2ed5ef95469bb24.jpg,,0,1,0,1,0,0.6606401205062866,,
013_MOV-0004_jpg.rf.333ff3e7c85130b695d74a9fd92e63a6.jpg,,0,1,0,1,0,0.6903648376464844,,
013_MOV-0005_jpg.rf.0cc2edde81280f79398f3e67d4fe7771.jpg,1.0,1,1,0,1,0,0.6740330457687378,0.0,0.0
013_MOV-0006_jpg.rf.b64a7c956b814c0004a621375236ff44.jpg,1.0,1,1,0,1,0,0.7334199547767639,0.0,0.0
013_MOV-0007_jpg.rf.3eb90ca54d7e67e1aff0154a732f4ef6.jpg,1.0,1,1,0,1,0,0.7479621767997742,0.0,0.0
013_MOV-0008_jpg.rf.a241f21bedcfed362b3f6626471318dc.jpg,1.0,1,1,0,1,0,0.7488153576850891,0.0,0.0
013_MOV-0009_jpg.rf.ebf55688fb326cab7c3aa83ae9ac065b.jpg,1.0,1,1,0,1,0,0.7467011213302612,0.0,0.0
013_MOV-0010_jpg.rf.c29b06a8ff3f077d05037ac89687e067.jpg,1.0,1,1,0,1,0,0.7492921948432922,0.0,0.0
013_MOV-0011_jpg.rf.9dd808c804e42087380564d88caaabad.jpg,1.0,1,1,0,1,0,0.7340035438537598,0.0,0.0
013_MOV-0012_jpg.rf.867aaafb487564ca86e45b15d3ad75ec.jpg,1.0,1,1,0,1,0,0.7101093530654907,0.0,0.0
013_MOV-0013_jpg.rf.36a2cf4fde17e320144d28f1615442c1.jpg,1.0,1,2,0,1,0,0.6233818531036377,0.0,0.0
013_MOV-0013_jpg.rf.36a2cf4fde17e320144d28f1615442c1.jpg,2.0,1,2,0,1,0,0.5462760925292969,0.0,0.0
013_MOV-0014_jpg.rf.493887509551307befb48eb1dca43661.jpg,1.0,2,1,0,1,0,0.6533064246177673,0.0,0.0
013_MOV-0015_jpg.rf.0a5e98b7dbd054fcf8d457c2e919d6ac.jpg,1.0,2,2,0,1,0,0.7582923173904419,0.0,0.0
013_MOV-0015_jpg.rf.0a5e98b7dbd054fcf8d457c2e919d6ac.jpg,2.0,2,2,0,1,0,0.5923956632614136,0.0,0.0
013_MOV-0016_jpg.rf.f495bef9477ed6603409b15b323318c8.jpg,1.0,2,1,0,1,0,0.754422664642334,0.0,0.0
013_MOV-0017_jpg.rf.28bf0a0c2a16a7a78cacba4177fd18de.jpg,1.0,2,1,0,1,0,0.7459902763366699,0.0,0.0
013_MOV-0018_jpg.rf.4fd031dab18d2c5808fb65932d0dfb8c.jpg,1.0,2,1,0,1,0,0.7539423704147339,0.0,0.0
