epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,6108.84,1.48492,1.58813,1.75783,0.73172,0.6163,0.68766,0.46569,1.20823,1.34439,1.57564,0.0017228,0.0017228,0.0017228
16,6521.86,1.47165,1.56221,1.75592,0.71901,0.61779,0.68541,0.45345,1.2591,1.35603,1.60654,0.001703,0.001703,0.001703
17,6929.77,1.44205,1.53963,1.73899,0.71658,0.63207,0.69524,0.48077,1.14632,1.28566,1.52753,0.0016832,0.0016832,0.0016832
18,7339.79,1.42982,1.51125,1.72269,0.69903,0.64423,0.69366,0.49323,1.11956,1.26952,1.50988,0.0016634,0.0016634,0.0016634
19,7756.7,1.41681,1.51369,1.71755,0.68195,0.66488,0.7002,0.49522,1.14341,1.23889,1.50671,0.0016436,0.0016436,0.0016436
20,8165.96,1.40326,1.48188,1.70398,0.7288,0.61779,0.69806,0.49598,1.09443,1.22985,1.49191,0.0016238,0.0016238,0.0016238
21,8576.3,1.3849,1.44936,1.69337,0.7523,0.61538,0.69572,0.4939,1.10595,1.24497,1.50363,0.001604,0.001604,0.001604
22,8988.28,1.37328,1.42792,1.68572,0.7056,0.66831,0.71309,0.50938,1.06293,1.23123,1.46932,0.0015842,0.0015842,0.0015842
23,9399.63,1.3578,1.44267,1.66163,0.80628,0.63033,0.72698,0.53309,1.02646,1.1803,1.44083,0.0015644,0.0015644,0.0015644
24,9810.44,1.34355,1.42306,1.65542,0.75554,0.65378,0.72378,0.53128,1.05182,1.23469,1.46009,0.0015446,0.0015446,0.0015446
25,10235.2,1.32194,1.37475,1.63778,0.80595,0.63942,0.72898,0.5428,1.00819,1.14751,1.42699,0.0015248,0.0015248,0.0015248
26,10654.7,1.3055,1.37464,1.62093,0.76915,0.61298,0.72501,0.54823,0.98449,1.17113,1.39852,0.001505,0.001505,0.001505
27,11063.6,1.30158,1.36771,1.62344,0.7751,0.64619,0.74113,0.5594,0.97083,1.13112,1.38713,0.0014852,0.0014852,0.0014852
28,11485.5,1.30029,1.36783,1.62422,0.80008,0.64663,0.73827,0.54771,1.02666,1.13698,1.43211,0.0014654,0.0014654,0.0014654
29,11903.4,1.2914,1.34012,1.60731,0.79777,0.6543,0.74469,0.54939,1.02283,1.14853,1.41296,0.0014456,0.0014456,0.0014456
30,12325.4,1.28285,1.3356,1.59749,0.75597,0.66827,0.73536,0.54915,0.97744,1.12955,1.38645,0.0014258,0.0014258,0.0014258
31,12742.8,1.2827,1.33182,1.60204,0.77915,0.67548,0.74122,0.5562,0.97206,1.09064,1.3859,0.001406,0.001406,0.001406
32,13156.9,1.2655,1.31126,1.59209,0.77076,0.6875,0.74475,0.54836,1.00412,1.13165,1.43284,0.0013862,0.0013862,0.0013862
33,13571.4,1.25467,1.30678,1.58351,0.77058,0.65625,0.73106,0.54856,0.96382,1.14972,1.38407,0.0013664,0.0013664,0.0013664
34,13985.2,1.24417,1.29249,1.57813,0.78067,0.65883,0.74146,0.5743,0.90821,1.09357,1.33396,0.0013466,0.0013466,0.0013466
35,14403.9,1.24991,1.26959,1.57392,0.79205,0.65007,0.73948,0.57452,0.93862,1.0895,1.36589,0.0013268,0.0013268,0.0013268
36,14823.1,1.22727,1.25306,1.54832,0.8172,0.65385,0.75645,0.57543,0.96038,1.09098,1.38909,0.001307,0.001307,0.001307
37,15254.9,1.23055,1.23862,1.56122,0.79337,0.6553,0.75136,0.57616,0.9318,1.09574,1.37057,0.0012872,0.0012872,0.0012872
38,15691.2,1.21168,1.22463,1.54228,0.78548,0.66894,0.74858,0.56834,0.96633,1.08933,1.39133,0.0012674,0.0012674,0.0012674
39,16124.6,1.21085,1.2136,1.5428,0.85669,0.61792,0.74562,0.57755,0.93027,1.10899,1.363,0.0012476,0.0012476,0.0012476
40,16560.9,1.19324,1.21779,1.52799,0.81522,0.63942,0.7559,0.5797,0.94246,1.07656,1.38921,0.0012278,0.0012278,0.0012278
41,17001.6,1.21221,1.21426,1.53282,0.78674,0.67788,0.74963,0.58642,0.91298,1.07152,1.34539,0.001208,0.001208,0.001208
42,17441.4,1.20002,1.20411,1.53569,0.84277,0.66106,0.75334,0.58569,0.89978,1.01132,1.35358,0.0011882,0.0011882,0.0011882
43,17860.8,1.20242,1.20749,1.536,0.76772,0.6851,0.75176,0.58045,0.94206,1.03696,1.36216,0.0011684,0.0011684,0.0011684
44,18277.6,1.18236,1.18571,1.5208,0.80166,0.67308,0.76118,0.5874,0.94168,1.01702,1.34958,0.0011486,0.0011486,0.0011486
45,18695.4,1.16801,1.17118,1.50319,0.81251,0.65865,0.76181,0.59398,0.91497,1.0361,1.34235,0.0011288,0.0011288,0.0011288
46,19112.4,1.1815,1.16238,1.51644,0.77857,0.69952,0.77319,0.60834,0.88069,0.99403,1.30623,0.001109,0.001109,0.001109
47,19528.3,1.16889,1.161,1.51343,0.77717,0.70192,0.76793,0.60538,0.88347,0.99049,1.31838,0.0010892,0.0010892,0.0010892
48,19947.8,1.16175,1.1602,1.49679,0.81278,0.67788,0.77079,0.60905,0.87206,0.97649,1.29506,0.0010694,0.0010694,0.0010694
49,20369.7,1.16529,1.14475,1.4878,0.80128,0.65911,0.75448,0.59499,0.88149,1.01364,1.32023,0.0010496,0.0010496,0.0010496
50,20788.8,1.1461,1.12623,1.48275,0.82902,0.68767,0.78135,0.61581,0.87411,0.98617,1.30145,0.0010298,0.0010298,0.0010298
51,21210.6,1.13886,1.11516,1.47576,0.83239,0.64904,0.76508,0.61165,0.86947,1.01922,1.28972,0.00101,0.00101,0.00101
52,21630.4,1.1416,1.11658,1.47959,0.77109,0.6875,0.76178,0.59809,0.90295,1.03371,1.32932,0.0009902,0.0009902,0.0009902
53,22048.5,1.13282,1.11833,1.47303,0.81971,0.65575,0.7658,0.60532,0.86582,1.02561,1.28778,0.0009704,0.0009704,0.0009704
54,22469.1,1.12738,1.0962,1.46577,0.77683,0.67788,0.7664,0.61087,0.87379,1.00529,1.28942,0.0009506,0.0009506,0.0009506
55,22883.2,1.12258,1.09159,1.46545,0.82566,0.66032,0.76595,0.61556,0.8526,0.98224,1.2846,0.0009308,0.0009308,0.0009308
56,23302.9,1.11832,1.08145,1.45455,0.78989,0.67548,0.77121,0.60907,0.87166,0.99306,1.29459,0.000911,0.000911,0.000911
57,23722.9,1.12344,1.068,1.46317,0.81274,0.66587,0.76734,0.61121,0.86447,0.98143,1.28385,0.0008912,0.0008912,0.0008912
58,24146.8,1.10524,1.0726,1.44781,0.79969,0.68029,0.77054,0.6104,0.85844,0.96855,1.3021,0.0008714,0.0008714,0.0008714
59,24562.4,1.098,1.04694,1.44879,0.79889,0.66827,0.76933,0.61294,0.85006,0.96493,1.28286,0.0008516,0.0008516,0.0008516
60,24976.3,1.09901,1.06028,1.44997,0.81601,0.69231,0.77742,0.62415,0.83607,0.97305,1.27736,0.0008318,0.0008318,0.0008318
61,25389.9,1.10091,1.06372,1.44516,0.7998,0.68182,0.77636,0.62169,0.84173,0.95816,1.2739,0.000812,0.000812,0.000812
62,25808.5,1.09402,1.03448,1.43485,0.80827,0.67788,0.77136,0.61649,0.84378,1.00021,1.27043,0.0007922,0.0007922,0.0007922
63,26225.2,1.08957,1.03475,1.44265,0.84327,0.63375,0.77292,0.61725,0.84053,0.9643,1.28428,0.0007724,0.0007724,0.0007724
64,26639.9,1.07646,1.01854,1.42882,0.80182,0.67308,0.7678,0.62001,0.83421,0.95588,1.26578,0.0007526,0.0007526,0.0007526
65,27059.4,1.08482,1.03001,1.43542,0.80331,0.68726,0.77428,0.62099,0.82268,0.96044,1.26565,0.0007328,0.0007328,0.0007328
66,27474.6,1.07386,1.01453,1.42945,0.82643,0.67548,0.77496,0.62624,0.82373,0.93223,1.25423,0.000713,0.000713,0.000713
67,27893.4,1.06699,0.9987,1.41965,0.78126,0.69471,0.77425,0.62317,0.83501,0.9331,1.2736,0.0006932,0.0006932,0.0006932
68,28309.2,1.06826,1.00269,1.42333,0.76537,0.6899,0.76708,0.61733,0.8682,0.94948,1.30225,0.0006734,0.0006734,0.0006734
69,28731.1,1.06962,1.00791,1.41899,0.82948,0.64312,0.76547,0.61227,0.84893,0.96957,1.27663,0.0006536,0.0006536,0.0006536
70,29145,1.05213,0.98904,1.40646,0.83706,0.64215,0.77822,0.62153,0.8579,0.93941,1.28029,0.0006338,0.0006338,0.0006338
71,29560.2,1.06544,0.99951,1.41511,0.84128,0.64982,0.7701,0.61613,0.83922,0.94995,1.26787,0.000614,0.000614,0.000614
72,29977.9,1.04868,0.97658,1.40779,0.83783,0.64904,0.76776,0.62036,0.85367,0.973,1.27658,0.0005942,0.0005942,0.0005942
73,30394.2,1.04153,0.96841,1.39412,0.77976,0.67788,0.76204,0.61484,0.82541,0.9766,1.25468,0.0005744,0.0005744,0.0005744
74,30812.9,1.05143,0.97408,1.40493,0.83007,0.65625,0.77114,0.62325,0.83945,0.94499,1.27101,0.0005546,0.0005546,0.0005546
75,31228.2,1.02779,0.94856,1.38613,0.82917,0.66106,0.76718,0.62099,0.83667,0.95766,1.26643,0.0005348,0.0005348,0.0005348
76,31649.1,1.03232,0.95092,1.38806,0.81045,0.68029,0.77563,0.62878,0.84461,0.93583,1.28556,0.000515,0.000515,0.000515
77,32064.5,1.03833,0.96209,1.39135,0.85708,0.6274,0.77239,0.62398,0.84848,0.94446,1.28186,0.0004952,0.0004952,0.0004952
78,32481.7,1.0321,0.95563,1.38638,0.83176,0.66552,0.77366,0.62291,0.8512,0.93475,1.29165,0.0004754,0.0004754,0.0004754
79,32898.1,1.02648,0.93005,1.38638,0.81482,0.66827,0.7719,0.62538,0.84438,0.96159,1.2828,0.0004556,0.0004556,0.0004556
80,33317.2,1.02559,0.94177,1.38083,0.78121,0.68666,0.77066,0.6214,0.83182,0.96134,1.27489,0.0004358,0.0004358,0.0004358
81,33731.3,1.02657,0.93963,1.38317,0.81385,0.66827,0.77074,0.62169,0.82721,0.94515,1.26534,0.000416,0.000416,0.000416
82,34154.3,1.00486,0.9196,1.36983,0.81073,0.68269,0.77513,0.62392,0.83878,0.9273,1.28183,0.0003962,0.0003962,0.0003962
83,34568.1,1.0111,0.93148,1.37624,0.83066,0.64423,0.77049,0.62288,0.83562,0.9473,1.28015,0.0003764,0.0003764,0.0003764
84,34984.7,1.00626,0.91072,1.37331,0.83215,0.67308,0.77872,0.62348,0.8418,0.91869,1.29569,0.0003566,0.0003566,0.0003566
85,35402.2,1.00899,0.91147,1.36858,0.81649,0.6851,0.78083,0.62909,0.83137,0.90808,1.27866,0.0003368,0.0003368,0.0003368
86,35824.9,1.00275,0.90609,1.3718,0.82828,0.67248,0.77877,0.62851,0.824,0.92532,1.26207,0.000317,0.000317,0.000317
87,36253.6,0.99007,0.90095,1.3629,0.85946,0.65625,0.77584,0.62599,0.83107,0.9191,1.27272,0.0002972,0.0002972,0.0002972
88,36682.5,0.99966,0.90379,1.36789,0.84673,0.65865,0.77603,0.62925,0.81491,0.90649,1.26554,0.0002774,0.0002774,0.0002774
89,37112.5,0.98949,0.90075,1.36199,0.79395,0.6851,0.77411,0.62867,0.8151,0.91643,1.25357,0.0002576,0.0002576,0.0002576
90,37542.8,0.98143,0.88276,1.34369,0.84836,0.66106,0.77747,0.63032,0.82591,0.92137,1.27135,0.0002378,0.0002378,0.0002378
91,38003.8,0.91352,0.70654,1.33699,0.8436,0.65625,0.77293,0.62275,0.83568,0.93886,1.26828,0.000218,0.000218,0.000218
92,39283,0.89702,0.68894,1.31799,0.85073,0.63702,0.77066,0.62506,0.83344,0.93896,1.26973,0.0001982,0.0001982,0.0001982
93,40480.3,0.89908,0.67208,1.32333,0.82404,0.65293,0.77296,0.62737,0.84413,0.93026,1.27834,0.0001784,0.0001784,0.0001784
94,40929.2,0.8866,0.66022,1.31879,0.8041,0.67094,0.77708,0.63263,0.83473,0.92507,1.27274,0.0001586,0.0001586,0.0001586
95,41960.2,0.87991,0.65475,1.30594,0.82906,0.66455,0.77765,0.63025,0.83367,0.92976,1.2763,0.0001388,0.0001388,0.0001388
96,42452,0.88056,0.65044,1.30176,0.8483,0.65144,0.77707,0.6293,0.84193,0.9283,1.28444,0.000119,0.000119,0.000119
97,43107.9,0.86333,0.65076,1.29044,0.8072,0.66426,0.77551,0.62768,0.84771,0.93565,1.29015,9.92e-05,9.92e-05,9.92e-05
98,47777.1,0.87269,0.65089,1.30157,0.85486,0.63714,0.77426,0.62771,0.84561,0.93484,1.28523,7.94e-05,7.94e-05,7.94e-05
99,48063,0.86163,0.63053,1.28683,0.85454,0.63462,0.7756,0.62875,0.84453,0.93655,1.2852,5.96e-05,5.96e-05,5.96e-05
100,48531.8,0.87358,0.64162,1.29495,0.85759,0.63693,0.77416,0.62759,0.84696,0.93758,1.28796,3.98e-05,3.98e-05,3.98e-05
