epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,22291.8,1.04657,0.94948,1.38411,0.83882,0.6875,0.79613,0.65285,0.7398,0.8205,1.17208,0.001109,0.001109,0.001109
47,22683.2,1.04935,0.9568,1.39346,0.86255,0.69231,0.78939,0.64212,0.75223,0.86143,1.17247,0.0010892,0.0010892,0.0010892
48,23073.2,1.04624,0.93633,1.37836,0.84011,0.70673,0.80159,0.66099,0.74349,0.79525,1.1912,0.0010694,0.0010694,0.0010694
49,23456.1,1.03479,0.934,1.36625,0.81254,0.70673,0.78238,0.63769,0.74957,0.83842,1.1903,0.0010496,0.0010496,0.0010496
50,23849.1,1.02038,0.9142,1.35806,0.83095,0.72076,0.79728,0.65476,0.74416,0.87885,1.186,0.0010298,0.0010298,0.0010298
51,24244.3,1.01961,0.90755,1.36144,0.84901,0.71639,0.80401,0.6643,0.73511,0.83325,1.16098,0.00101,0.00101,0.00101
52,24621.3,1.01909,0.91023,1.35797,0.8082,0.72596,0.79248,0.65994,0.73256,0.8415,1.16461,0.0009902,0.0009902,0.0009902
53,25014.2,1.01477,0.91231,1.35952,0.83562,0.70874,0.79329,0.65457,0.73188,0.8384,1.17154,0.0009704,0.0009704,0.0009704
54,25422.6,1.00718,0.87671,1.35172,0.88038,0.70192,0.80741,0.65985,0.75032,0.80692,1.18052,0.0009506,0.0009506,0.0009506
55,25797.6,1.00274,0.88441,1.34948,0.86764,0.70433,0.80506,0.65838,0.7441,0.81554,1.1894,0.0009308,0.0009308,0.0009308
56,26193.5,0.99243,0.86489,1.32945,0.83249,0.70913,0.79655,0.65455,0.75966,0.81561,1.18882,0.000911,0.000911,0.000911
57,26585.3,1.0004,0.86892,1.34429,0.84909,0.72115,0.809,0.66668,0.73125,0.79016,1.19042,0.0008912,0.0008912,0.0008912
58,26963.5,0.992,0.86365,1.33736,0.83639,0.73317,0.81188,0.67207,0.73309,0.77356,1.18113,0.0008714,0.0008714,0.0008714
59,27338.4,0.98064,0.85039,1.33685,0.84873,0.70135,0.8013,0.66478,0.751,0.80676,1.19024,0.0008516,0.0008516,0.0008516
60,27719,0.98019,0.84322,1.33405,0.83219,0.72837,0.81212,0.67031,0.72528,0.78455,1.1791,0.0008318,0.0008318,0.0008318
61,28131.4,0.9833,0.85578,1.33677,0.86228,0.70192,0.80865,0.67406,0.70188,0.79561,1.14248,0.000812,0.000812,0.000812
62,28526.6,0.97347,0.82683,1.32085,0.88076,0.71024,0.80715,0.66933,0.7274,0.81106,1.1651,0.0007922,0.0007922,0.0007922
63,28936.3,0.97317,0.82325,1.32914,0.865,0.71154,0.80431,0.6606,0.72925,0.78588,1.16622,0.0007724,0.0007724,0.0007724
64,29348.7,0.95633,0.80792,1.31666,0.89669,0.67788,0.80344,0.67076,0.73052,0.79316,1.1724,0.0007526,0.0007526,0.0007526
65,29749.7,0.96478,0.81871,1.31854,0.8613,0.70157,0.79932,0.66886,0.69517,0.80493,1.13562,0.0007328,0.0007328,0.0007328
66,30159.3,0.95545,0.81012,1.31365,0.86686,0.69712,0.80216,0.67358,0.71355,0.81914,1.1468,0.000713,0.000713,0.000713
67,30561,0.94736,0.79258,1.30606,0.86002,0.71154,0.81083,0.67573,0.71214,0.78121,1.15721,0.0006932,0.0006932,0.0006932
68,30929.1,0.95255,0.79713,1.31111,0.848,0.7108,0.79831,0.66386,0.72313,0.80678,1.17467,0.0006734,0.0006734,0.0006734
69,31284.8,0.94631,0.7935,1.30215,0.81855,0.73798,0.81384,0.67636,0.71372,0.80867,1.16172,0.0006536,0.0006536,0.0006536
70,31649,0.93508,0.77701,1.30119,0.8873,0.68136,0.80883,0.68065,0.70296,0.77888,1.16406,0.0006338,0.0006338,0.0006338
71,32015.9,0.94796,0.79922,1.31426,0.85726,0.70743,0.81059,0.67653,0.6964,0.80389,1.1664,0.000614,0.000614,0.000614
72,32384.6,0.92634,0.7643,1.29436,0.86537,0.71394,0.80736,0.67649,0.70553,0.80932,1.16992,0.0005942,0.0005942,0.0005942
73,32738.3,0.92069,0.76181,1.28709,0.83837,0.73558,0.8028,0.66921,0.71201,0.8198,1.18617,0.0005744,0.0005744,0.0005744
74,33102.6,0.92532,0.77344,1.29207,0.8242,0.74519,0.80322,0.68301,0.70281,0.76945,1.17723,0.0005546,0.0005546,0.0005546
75,33467.9,0.91028,0.75095,1.27957,0.83472,0.74057,0.80701,0.67988,0.69421,0.78795,1.15587,0.0005348,0.0005348,0.0005348
76,33822.6,0.91306,0.74853,1.28571,0.85525,0.71394,0.80482,0.678,0.70622,0.80418,1.16047,0.000515,0.000515,0.000515
77,34179.3,0.91336,0.75679,1.28253,0.828,0.73077,0.80571,0.68102,0.6853,0.80311,1.1422,0.0004952,0.0004952,0.0004952
78,34536.4,0.91188,0.74005,1.27639,0.87841,0.69231,0.8084,0.68479,0.68629,0.79652,1.13825,0.0004754,0.0004754,0.0004754
79,34899.3,0.90679,0.73484,1.27304,0.83689,0.72115,0.80448,0.68218,0.6854,0.80972,1.13874,0.0004556,0.0004556,0.0004556
80,35245.7,0.89934,0.73029,1.26529,0.87995,0.6851,0.8015,0.67384,0.69159,0.79149,1.1483,0.0004358,0.0004358,0.0004358
81,35602,0.89671,0.73239,1.27118,0.86279,0.71042,0.80345,0.67628,0.68947,0.80805,1.15098,0.000416,0.000416,0.000416
82,35968.4,0.8862,0.71393,1.26119,0.8571,0.72088,0.80681,0.6703,0.70809,0.80532,1.17617,0.0003962,0.0003962,0.0003962
83,36324.4,0.89012,0.73262,1.26662,0.87282,0.7094,0.8049,0.67936,0.69045,0.79515,1.15172,0.0003764,0.0003764,0.0003764
84,36670.2,0.88318,0.70825,1.26557,0.86625,0.71154,0.80274,0.68278,0.66891,0.8069,1.14401,0.0003566,0.0003566,0.0003566
85,37029.9,0.88545,0.70523,1.26031,0.78751,0.74836,0.79771,0.67767,0.67849,0.81291,1.14255,0.0003368,0.0003368,0.0003368
86,37390.5,0.88042,0.69686,1.26283,0.83693,0.70673,0.80136,0.6787,0.68462,0.81187,1.14493,0.000317,0.000317,0.000317
87,37745.9,0.86816,0.69366,1.25087,0.83912,0.71467,0.80571,0.67985,0.6848,0.81772,1.14715,0.0002972,0.0002972,0.0002972
88,38089.7,0.86515,0.68895,1.24988,0.87815,0.71154,0.80904,0.67994,0.69689,0.81986,1.16576,0.0002774,0.0002774,0.0002774
89,38444.1,0.86196,0.68565,1.24698,0.83883,0.72115,0.80528,0.6793,0.70616,0.81514,1.1849,0.0002576,0.0002576,0.0002576
90,38799,0.85894,0.67361,1.24229,0.85566,0.71154,0.80046,0.67273,0.70179,0.82716,1.17638,0.0002378,0.0002378,0.0002378
91,39169.3,0.81191,0.49409,1.23836,0.83531,0.72596,0.80025,0.67196,0.73474,0.80557,1.21247,0.000218,0.000218,0.000218
92,39529.5,0.77922,0.47055,1.20371,0.83233,0.72596,0.79767,0.66744,0.72327,0.7973,1.19704,0.0001982,0.0001982,0.0001982
93,39892.6,0.77923,0.46899,1.20782,0.85686,0.72115,0.80314,0.66983,0.71621,0.80272,1.18532,0.0001784,0.0001784,0.0001784
94,40263.5,0.76548,0.44876,1.19171,0.85031,0.72373,0.80312,0.67067,0.72874,0.7998,1.20621,0.0001586,0.0001586,0.0001586
95,40610.5,0.76055,0.44964,1.18528,0.86167,0.71872,0.80339,0.66925,0.73116,0.80245,1.20881,0.0001388,0.0001388,0.0001388
96,40975.4,0.75896,0.4393,1.18422,0.82687,0.73558,0.80513,0.6727,0.72801,0.79184,1.19478,0.000119,0.000119,0.000119
97,41339.2,0.74636,0.43846,1.17434,0.83268,0.72837,0.80707,0.67313,0.71342,0.78826,1.18161,9.92e-05,9.92e-05,9.92e-05
98,41700.5,0.75585,0.43803,1.18135,0.81886,0.74038,0.80903,0.67426,0.71438,0.77604,1.18852,7.94e-05,7.94e-05,7.94e-05
99,42051.1,0.73903,0.42004,1.16772,0.814,0.75,0.80561,0.67243,0.71283,0.77697,1.19106,5.96e-05,5.96e-05,5.96e-05
100,42410.1,0.73833,0.43123,1.16372,0.80458,0.75721,0.80473,0.67164,0.71887,0.78046,1.20002,3.98e-05,3.98e-05,3.98e-05
